Formula,temperature(K),seebeck_coefficient(μV/K),electrical_conductivity(S/m),thermal_conductivity(W/mK),power_factor(W/mK2),ZT,reference
SnSe,473.0,375.83,2222.0,0.902,0.0003138534757358,0.1645817006907244,https://doi.org/10.1021/acs.chemmater.0c03657
SnSe,573.0,411.33,1556.0,0.728,0.0002632633260084,0.20721138159727087,https://doi.org/10.1021/acs.chemmater.0c03657
SnSe,673.0,431.0,1143.0,0.6186,0.000212324823,0.2309967763967022,https://doi.org/10.1021/acs.chemmater.0c03657
SnSe,723.0,418.33,1540.0,0.6062,0.000269499982906,0.3214260766100924,https://doi.org/10.1021/acs.chemmater.0c03657
SnSe,823.0,325.33,5302.0,0.6385,0.0005611616063878,0.7233140204497407,https://doi.org/10.1021/acs.chemmater.0c03657
SnSe,873.0,332.0,5238.0,0.641,0.000577353312,0.7863173812418097,https://doi.org/10.1021/acs.chemmater.0c03657
Ca10GaSb9,398.0,32.46,203.0,0.6767,2.1389127480000005e-07,0.00012579980400531996,https://doi.org/10.1021/acs.chemmater.0c04940
Ca10GaSb9,473.0,45.9,314.0,0.6478,6.6153834e-07,0.0004830312362148811,https://doi.org/10.1021/acs.chemmater.0c04940
Ca10GaSb9,573.0,64.93,500.0,0.6031,2.10795245e-06,0.002002747063256508,https://doi.org/10.1021/acs.chemmater.0c04940
Ca10GaSb9,673.0,85.82,727.0,0.6132,5.354407634799999e-06,0.005876575894031963,https://doi.org/10.1021/acs.chemmater.0c04940
Ca10InSb9,398.0,125.94,2218.0,0.791,3.51794398248e-05,0.017700906511087737,https://doi.org/10.1021/acs.chemmater.0c04940
Ca10InSb9,573.0,178.57,3577.0,0.72,0.00011406067500729999,0.09077328719330958,https://doi.org/10.1021/acs.chemmater.0c04940
Ca10InSb9,673.0,195.11,4016.0,0.712,0.00015288073499360004,0.14450664979029892,https://doi.org/10.1021/acs.chemmater.0c04940
Ca10InSb9,772.0,209.0,4250.0,0.72,0.00018564425,0.1990518902777778,https://doi.org/10.1021/acs.chemmater.0c04940
Ca10MnSb9,373.0,10.82,7.38,0.727,8.63994312e-10,4.432873155103164e-07,https://doi.org/10.1021/acs.chemmater.0c04940
Ca10MnSb9,473.0,32.09,9.57,0.6553,9.854880717000002e-09,7.113319974272854e-06,https://doi.org/10.1021/acs.chemmater.0c04940
Ca10MnSb9,573.0,75.0,17.34,0.6195,9.75375e-08,9.021628329297819e-05,https://doi.org/10.1021/acs.chemmater.0c04940
Ca10ZnSb9,373.0,19.4,37.35,0.6428,1.4057045999999998e-08,8.156935528935903e-06,https://doi.org/10.1021/acs.chemmater.0c04940
Ca10ZnSb9,473.0,32.46,35.77,0.5956,3.7689117732000005e-08,2.9931082416447282e-05,https://doi.org/10.1021/acs.chemmater.0c04940
Ca10ZnSb9,573.0,61.2,41.94,0.581,1.5708375360000003e-07,0.0001549208103490534,https://doi.org/10.1021/acs.chemmater.0c04940
Ge0.87Mn0.05Sb0.08Te,298.0,92.58,114433.0,2.01,0.0009808116970212,0.1454138734887152,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.87Mn0.05Sb0.08Te,398.0,124.03,95876.0,1.86,0.0014749027797284,0.31559747652252856,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.87Mn0.05Sb0.08Te,498.0,163.6,85600.0,1.665,0.002291080576,0.7,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.87Mn0.05Sb0.08Te,598.0,192.9,82474.0,1.617,0.0030688913543400003,1.1349394124275325,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.87Mn0.05Sb0.08Te,648.0,202.0,79900.0,1.543,0.0032602396,1.3691738566429035,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.87Mn0.05Sb0.08Te,698.0,210.0,76289.0,1.489,0.0033643449,1.5771072801880457,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.87Mn0.05Sb0.08Te,773.0,213.9,70103.0,1.49,0.00320743728063,1.6639926294812013,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.95Mn0.05Te,298.0,45.16,379381.0,4.7914,0.0007737193235535999,0.04812129198542655,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.95Mn0.05Te,398.0,56.77,306186.0,4.2888,0.0009867863143194,0.09157362271477365,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.95Mn0.05Te,498.0,88.39,228866.0,3.508,0.0017880824767586,0.25383839037223,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.95Mn0.05Te,598.0,124.52,187629.0,2.7914,0.0029092308747215995,0.6232428398235712,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.95Mn0.05Te,648.0,140.32,160825.0,2.5455,0.0031665963884799993,0.806110571492846,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.95Mn0.05Te,698.0,154.19,140200.0,2.3957,0.00333319276522,0.9711435280392201,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.95Mn0.05Te,773.0,159.0,131900.0,2.4813,0.0033345639,1.0388175128763146,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.96Mn0.02Sb0.02Te,298.0,54.19,325773.0,4.545,0.0009566506903652999,0.06272429168951801,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.96Mn0.02Sb0.02Te,398.0,77.1,242268.0,3.7754,0.0014401403218799996,0.15181857501410181,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.96Mn0.02Sb0.02Te,498.0,114.52,165979.0,2.92,0.0021767864349615997,0.3712464536338619,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.96Mn0.02Sb0.02Te,598.0,163.64,113402.0,2.0107,0.0030366843807391997,0.9031368477057946,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.96Mn0.02Sb0.02Te,648.0,186.04,100000.0,1.8075,0.00346108816,1.2408216474024896,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.96Mn0.02Sb0.02Te,698.0,187.0,100000.0,1.786,0.0034969,1.36664960806271,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.96Mn0.02Sb0.02Te,773.0,178.9,109278.0,2.1711,0.00349746533838,1.2452400656661322,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.98Mn0.01Sb0.01Te,298.0,35.16,507216.0,6.0749,0.0006270334039295999,0.030758688105322025,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.98Mn0.01Sb0.01Te,398.0,51.61,383505.0,5.1872,0.0010215008883104999,0.07837703453647035,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.98Mn0.01Sb0.01Te,498.0,73.55,262887.0,3.8289,0.0014221141724175,0.18496509646737055,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.98Mn0.01Sb0.01Te,598.0,106.13,172165.0,2.6096,0.0019391937169884997,0.4443737901437472,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.98Mn0.01Sb0.01Te,648.0,130.0,140206.0,2.2353,0.0023694814,0.6868983792779492,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.98Mn0.01Sb0.01Te,698.0,147.42,143299.0,2.1497,0.0031142679294636,1.0111918010725183,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.98Mn0.01Sb0.01Te,773.0,147.74,143300.0,2.6738,0.0031278245190800003,0.9042592390039794,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.98Mn0.02Te,298.0,41.6,475258.0,5.8503,0.0008224624844800001,0.04189423112917971,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.98Mn0.02Te,398.0,51.6,377320.0,5.1337,0.0010046371392,0.0778864330602879,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.98Mn0.02Te,498.0,72.9,273196.0,4.0,0.00145187555436,0.18075850651782,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.98Mn0.02Te,598.0,109.68,190722.0,3.0267,0.0022943289011328003,0.45330184123877976,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.98Mn0.02Te,648.0,130.65,148454.0,2.706,0.002534024047815,0.6068172886120178,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.98Mn0.02Te,698.0,145.16,137113.0,2.385,0.0028891663782927997,0.8455505794752095,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.99Mn0.01Te,298.0,32.58,589691.0,6.781,0.0006259312859723998,0.02750737696796566,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.99Mn0.01Te,398.0,43.87,432990.0,5.9144,0.0008333225519309999,0.05607709584548525,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.99Mn0.01Te,498.0,63.23,300000.0,4.4064,0.00119940987,0.13555422005718956,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.99Mn0.01Te,648.0,144.84,136082.0,2.4706,0.0028548133288992,0.748773187536097,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.9Mn0.05Sb0.05Te,298.0,75.5,162900.0,2.941,0.00095,0.09408843116286976,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.9Mn0.05Sb0.05Te,398.0,92.3,136082.0,2.61,0.001183,0.17678550370438315,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.9Mn0.05Sb0.05Te,498.0,133.23,100000.0,2.0856,0.00177502329,0.4238404288550057,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.9Mn0.05Sb0.05Te,598.0,175.0,93814.0,1.7754,0.00287305375,0.9677177776839021,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.9Mn0.05Sb0.05Te,648.0,189.0,86700.0,1.7112,0.0030970107,1.1727810504908835,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.9Mn0.05Sb0.05Te,698.0,198.4,79381.0,1.69,0.0031246393753600007,1.2905315289948405,https://doi.org/10.1021/acs.chemmater.1c00331
Ge0.9Mn0.05Sb0.05Te,773.0,200.65,73196.0,1.7,0.00294690188531,1.3399736219674294,https://doi.org/10.1021/acs.chemmater.1c00331
GeTe,298.0,27.1,741237.0,8.043,0.0005443718651700001,0.02016944123096606,https://doi.org/10.1021/acs.chemmater.1c00331
GeTe,398.0,36.45,538144.0,6.727,0.00071497946376,0.042301445901067346,https://doi.org/10.1021/acs.chemmater.1c00331
GeTe,498.0,56.45,368041.0,4.9626,0.0011728003707025,0.11769124745291683,https://doi.org/10.1021/acs.chemmater.1c00331
GeTe,598.0,89.35,243299.0,3.38,0.0019423587108274997,0.3436480796079422,https://doi.org/10.1021/acs.chemmater.1c00331
GeTe,648.0,117.1,192784.0,2.813,0.0026435332494399995,0.608961800795279,https://doi.org/10.1021/acs.chemmater.1c00331
GeTe,698.0,142.58,162887.0,2.514,0.0033113390098268008,0.9193773384483321,https://doi.org/10.1021/acs.chemmater.1c00331
Cu26Ti2Sb3Ge3S32,308.0,67.01,158333.0,1.9948,0.0007109690190533,0.10977464300602388,https://doi.org/10.1021/acs.chemmater.1c00872
Cu26Ti2Sb3Ge3S32,400.0,85.05,139024.0,1.861,0.0010056304515599999,0.21614840441912944,https://doi.org/10.1021/acs.chemmater.1c00872
Cu26Ti2Sb3Ge3S32,498.0,103.61,111765.0,1.747,0.0011998008626565,0.34201535752887063,https://doi.org/10.1021/acs.chemmater.1c00872
Cu26Ti2Sb3Ge3S32,596.0,123.2,89063.0,1.583,0.0013518195891200002,0.493,https://doi.org/10.1021/acs.chemmater.1c00872
Cu26Ti2Sb3Ge3S32,677.0,139.7,70370.0,1.4588,0.0013733472532999997,0.6373430836880312,https://doi.org/10.1021/acs.chemmater.1c00872
Cu26Ti2Sb4Ge2S32,308.0,115.98,59375.0,1.299,0.00079867452375,0.18937009493071597,https://doi.org/10.1021/acs.chemmater.1c00872
Cu26Ti2Sb4Ge2S32,400.0,136.6,53271.0,1.1186,0.00099401342076,0.35544910450920786,https://doi.org/10.1021/acs.chemmater.1c00872
Cu26Ti2Sb4Ge2S32,498.0,159.79,44882.0,1.0258,0.0011459651088961999,0.5563371263699625,https://doi.org/10.1021/acs.chemmater.1c00872
Cu26Ti2Sb4Ge2S32,596.0,180.93,36306.0,0.9433,0.0011885010498594,0.7509240175089604,https://doi.org/10.1021/acs.chemmater.1c00872
Cu26Ti2Sb4Ge2S32,677.0,200.0,30159.0,0.902,0.00120636,0.9054387139689579,https://doi.org/10.1021/acs.chemmater.1c00872
Ca3.2Yb1.65Pr0.15Al2Sb6,323.0,46.4,2570.0,1.47,5.5331072e-06,0.0012157779765986395,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.2Yb1.65Pr0.15Al2Sb6,423.0,48.3,3000.0,1.46,6.99867e-06,0.0020276968561643836,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.2Yb1.65Pr0.15Al2Sb6,523.0,48.8,3750.0,1.455,8.930399999999998e-06,0.003210033814432989,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.2Yb1.65Pr0.15Al2Sb6,623.0,51.22,4000.0,1.4555,1.04939536e-05,0.004491743794434902,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.2Yb1.65Pr0.15Al2Sb6,723.0,55.4,4200.0,1.492,1.2890472e-05,0.00616,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.2Yb1.65Pr0.15Al2Sb6,823.0,59.45,3688.0,1.502,1.303450762e-05,0.0076,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.3Yb1.5Sm0.2Al2Sb6,323.0,56.2,7960.0,1.21,2.5141182400000003e-05,0.006711241252231405,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.3Yb1.5Sm0.2Al2Sb6,423.0,68.9,7950.0,1.192,3.7740319500000005e-05,0.013392747607802017,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.3Yb1.5Sm0.2Al2Sb6,523.0,76.7,8370.0,1.19,4.92397893e-05,0.021640680507478992,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.3Yb1.5Sm0.2Al2Sb6,623.0,82.9,9120.0,1.224,6.267637920000001e-05,0.031901457713725496,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.3Yb1.5Sm0.2Al2Sb6,723.0,88.6,9420.0,1.26,7.394662319999999e-05,0.042,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.3Yb1.5Sm0.2Al2Sb6,823.0,92.0,8900.0,1.285,7.53296e-05,0.049,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.3Yb1.5Sm0.2Al2Sb6,323.0,-79.17,146.0,0.96875,9.151117794e-07,0.0003051159790928516,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.3Yb1.5Sm0.2Al2Sb6,423.0,-108.33,354.0,0.8973,4.1543276706e-06,0.001958409232880642,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.3Yb1.5Sm0.2Al2Sb6,523.0,-111.0,729.0,0.853,8.982009e-06,0.0055071403364595544,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.3Yb1.5Sm0.2Al2Sb6,623.0,-99.0,1104.0,0.825,1.0820304e-05,0.0083,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.3Yb1.5Sm0.2Al2Sb6,723.0,-66.7,1458.0,0.84375,6.48648162e-06,0.0066,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.3Yb1.5Sm0.2Al2Sb6,823.0,-23.2,1792.0,0.8795,9.6452608e-07,0.00188,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.46Yb1.35Pr0.19Al2Sb6,323.0,-119.64,271.0,1.6473,3.879020721600001e-06,0.0007605922983529412,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.46Yb1.35Pr0.19Al2Sb6,423.0,-141.07,667.0,1.4464,1.3273796848299999e-05,0.0038819248249660535,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.46Yb1.35Pr0.19Al2Sb6,523.0,-150.0,1104.0,1.325,2.484e-05,0.009804769811320755,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.46Yb1.35Pr0.19Al2Sb6,623.0,-143.0,1380.0,1.27,2.8219619999999998e-05,0.013843167921259841,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.46Yb1.35Pr0.19Al2Sb6,723.0,-111.786,1604.0,1.2946,2.0043760112784002e-05,0.011193912066694605,https://doi.org/10.1021/acs.chemmater.1c01318
Ca3.46Yb1.35Pr0.19Al2Sb6,823.0,-54.8,2000.0,1.371,6.0060799999999986e-06,0.0036054003209336242,https://doi.org/10.1021/acs.chemmater.1c01318
Cu1.55S,300.0,8.3,539423.0,3.8425,3.7160850470000004e-05,0.0029013025741054005,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.55S,350.0,13.6,536538.0,3.9075,9.923806847999999e-05,0.008888886492130517,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.55S,400.0,16.24,523558.0,4.55,0.00013808193038079996,0.012139070802707689,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.55S,450.0,19.12,488571.0,4.757,0.00017860905018240002,0.01689595807905823,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.55S,500.0,22.3,451442.0,4.815,0.00022449759218,0.02331231486812045,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.55S,550.0,26.03,415385.0,4.791,0.0002814486344465,0.03230990376655708,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.55S,600.0,31.55,378846.0,4.733,0.00037710425551499996,0.047805314453623494,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.5S,300.0,10.4,571905.0,4.37,6.18572448e-05,0.004246492778032037,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.5S,350.0,13.87,570952.0,4.36,0.00010983797580879997,0.008817268700247705,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.5S,400.0,15.567,552885.0,4.986,0.000133981445295765,0.010748611736523465,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.5S,450.0,18.3,513462.0,5.12,0.00017195328918000004,0.01511308205683594,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.5S,500.0,21.24,473810.0,5.147,0.00021375350625599994,0.020764863634738676,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.5S,550.0,24.59,436190.0,5.11,0.000263750178539,0.028387983991477492,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.5S,600.0,29.07,396154.0,5.0788,0.0003347758403946,0.03954979606142395,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.6S,300.0,8.454,387019.0,3.4075,2.7660292824204e-05,0.002435242214896904,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.6S,350.0,16.75,404808.0,3.541,0.0001135739445,0.011225891153628917,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.6S,400.0,20.0,406250.0,4.11,0.0001625,0.015815085158150853,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.6S,450.0,24.0,385577.0,4.3185,0.000222092352,0.023142655644320945,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.6S,500.0,28.35,360577.0,4.414,0.00028980384788250004,0.032827803339657916,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.6S,550.0,33.32,332211.0,4.4,0.0003688280937264,0.046103511715799995,https://doi.org/10.1021/acs.chemmater.1c01856
Cu1.6S,600.0,38.7,292308.0,4.332,0.0004377867685200001,0.06063528649861497,https://doi.org/10.1021/acs.chemmater.1c01856
Yb10Ca3BaMgSb11,300.0,50.0,19826.0,0.5296,4.9565e-05,0.028076850453172205,https://doi.org/10.1021/acs.chemmater.1c02584
Yb10Ca3BaMgSb11,500.0,116.575,17877.0,0.59185,0.000242943614383125,0.20524086709734307,https://doi.org/10.1021/acs.chemmater.1c02584
Yb10Ca3BaMgSb11,700.0,156.35,14887.0,0.614,0.0003639175160575,0.4148896762870522,https://doi.org/10.1021/acs.chemmater.1c02584
Yb10Ca3BaMgSb11,800.0,176.52,13582.0,0.6185,0.0004232057538528,0.5473962863091997,https://doi.org/10.1021/acs.chemmater.1c02584
Yb11Ca2BaMgSb11,400.0,81.768,23198.0,0.6474,0.00015510196310515202,0.09583068464946062,https://doi.org/10.1021/acs.chemmater.1c02584
Yb11Ca2BaMgSb11,600.0,130.4,18950.0,0.6711,0.000322228832,0.28809014930710775,https://doi.org/10.1021/acs.chemmater.1c02584
Yb11Ca2BaMgSb11,800.0,170.0,15160.0,0.6717,0.00043812399999999997,0.5218091409855591,https://doi.org/10.1021/acs.chemmater.1c02584
Yb11Ca2BaMgSb11,900.0,191.0,13650.0,0.669,0.00049796565,0.6699089461883408,https://doi.org/10.1021/acs.chemmater.1c02584
Yb12CaBaMgSb11,400.0,84.25,29599.0,0.6926,0.0002100955519375,0.12133730981085764,https://doi.org/10.1021/acs.chemmater.1c02584
Yb12CaBaMgSb11,600.0,127.07,21416.0,0.7185,0.0003457995454184,0.28876788761453026,https://doi.org/10.1021/acs.chemmater.1c02584
Yb12CaBaMgSb11,800.0,167.68,16623.0,0.7141,0.00046738194923520005,0.5236039201626664,https://doi.org/10.1021/acs.chemmater.1c02584
Yb12CaBaMgSb11,1000.0,207.46,13466.0,0.6778,0.0005795719484456,0.8550781180961937,https://doi.org/10.1021/acs.chemmater.1c02584
Yb7Ca6BaMgSb11,300.0,59.94,10942.0,0.528,3.93124569912e-05,0.022336623290454542,https://doi.org/10.1021/acs.chemmater.1c02584
Yb7Ca6BaMgSb11,500.0,132.4,12260.0,0.555,0.00021491485760000002,0.19361698882882883,https://doi.org/10.1021/acs.chemmater.1c02584
Yb7Ca6BaMgSb11,700.0,166.5,12100.0,0.595,0.000335439225,0.39463438235294124,https://doi.org/10.1021/acs.chemmater.1c02584
Yb7Ca6BaMgSb11,900.0,196.9,11750.0,0.622,0.0004555429175,0.659145700562701,https://doi.org/10.1021/acs.chemmater.1c02584
Yb7Ca6BaMgSb11,1100.0,223.8,11200.0,0.675,0.0005609681279999999,0.9141702826666666,https://doi.org/10.1021/acs.chemmater.1c02584
Yb7Ca6BaMgSb11,1200.0,233.8,10970.0,0.7055,0.0005996469668000001,1.019952317732105,https://doi.org/10.1021/acs.chemmater.1c02584
Yb8Ca5BaMgSb11,300.0,63.5,14150.0,0.529,5.70563375e-05,0.03,https://doi.org/10.1021/acs.chemmater.1c02584
Yb8Ca5BaMgSb11,500.0,129.3,14600.0,0.578,0.00024408995400000002,0.21115047923875435,https://doi.org/10.1021/acs.chemmater.1c02584
Yb8Ca5BaMgSb11,700.0,165.0,13500.0,0.608,0.0003675375,0.4231517269736842,https://doi.org/10.1021/acs.chemmater.1c02584
Yb8Ca5BaMgSb11,900.0,195.7,12400.0,0.611,0.000474901276,0.6995272477905073,https://doi.org/10.1021/acs.chemmater.1c02584
Yb8Ca5BaMgSb11,1100.0,222.0,11320.0,0.643,0.00055789488,0.9544080373250389,https://doi.org/10.1021/acs.chemmater.1c02584
Yb8Ca5BaMgSb11,1200.0,229.6,10923.0,0.6696,0.0005758186156799999,1.0319330030107527,https://doi.org/10.1021/acs.chemmater.1c02584
Yb9Ca4BaMgSb11,300.0,59.0,17350.0,0.503,6.039535e-05,0.036021083499005964,https://doi.org/10.1021/acs.chemmater.1c02584
Yb9Ca4BaMgSb11,500.0,128.0,17200.0,0.5644,0.0002818048,0.24964989369241672,https://doi.org/10.1021/acs.chemmater.1c02584
Yb9Ca4BaMgSb11,700.0,164.0,15350.0,0.5963,0.0004128536,0.4846512158309575,https://doi.org/10.1021/acs.chemmater.1c02584
Yb9Ca4BaMgSb11,900.0,199.7,13550.0,0.6022,0.0005403752194999999,0.8076016232979077,https://doi.org/10.1021/acs.chemmater.1c02584
Yb9Ca4BaMgSb11,1100.0,227.62,12056.0,0.6015,0.0006246317812064,1.142302509271887,https://doi.org/10.1021/acs.chemmater.1c02584
Yb9Ca4BaMgSb11,1200.0,235.9,11493.0,0.61037,0.00063957177333,1.2574112882284516,https://doi.org/10.1021/acs.chemmater.1c02584
Sn0.92Ge0.04As0.04Te,328.0,37.47,786420.0,7.477,0.0011041343877780001,0.1064,https://doi.org/10.1021/acs.chemmater.1c03198
Sn0.92Ge0.04As0.04Te,470.0,48.05,522222.0,6.628,0.001205707459155,0.2192,https://doi.org/10.1021/acs.chemmater.1c03198
Sn0.92Ge0.04As0.04Te,620.0,65.06,343210.0,5.2326,0.0014527405235559999,0.382,https://doi.org/10.1021/acs.chemmater.1c03198
Sn0.92Ge0.04As0.04Te,769.0,89.43,233333.0,3.862,0.0018661331440917002,0.5923,https://doi.org/10.1021/acs.chemmater.1c03198
Sn0.92Ge0.04As0.04Te,869.0,109.0,185200.0,3.5287,0.0022003612,0.7513,https://doi.org/10.1021/acs.chemmater.1c03198
Cu5.133Sn1.866S6.3Cl0.7,327.0,61.93,82784.0,2.0,0.0003175035365216,0.0519118282212816,https://doi.org/10.1021/acs.chemmater.1c03434
Cu5.133Sn1.866S6.3Cl0.7,426.0,76.42,87452.0,1.76,0.0005107211142128,0.12361772423559818,https://doi.org/10.1021/acs.chemmater.1c03434
Cu5.133Sn1.866S6.3Cl0.7,529.0,96.59,72204.0,1.55,0.0006736364673323999,0.22990560723796102,https://doi.org/10.1021/acs.chemmater.1c03434
Cu5.133Sn1.866S6.3Cl0.7,633.0,117.05,60267.0,1.4,0.0008257002375675,0.3733344645573054,https://doi.org/10.1021/acs.chemmater.1c03434
Cu5.133Sn1.866S6.3Cl0.7,685.0,126.99,51954.0,1.325,0.0008378341080353999,0.4331444256635841,https://doi.org/10.1021/acs.chemmater.1c03434
Cu5.133Sn1.866S6.65Cl0.35,300.0,47.73,139506.0,2.325,0.00031781599846739995,0.04100851593127741,https://doi.org/10.1021/acs.chemmater.1c03434
Cu5.133Sn1.866S6.65Cl0.35,415.0,68.75,118325.0,1.9375,0.0005592705078125,0.11979213457661288,https://doi.org/10.1021/acs.chemmater.1c03434
Cu5.133Sn1.866S6.65Cl0.35,515.0,86.93,97414.0,1.6875,0.0007361405408086002,0.22465918726899503,https://doi.org/10.1021/acs.chemmater.1c03434
Cu5.133Sn1.866S6.65Cl0.35,617.0,106.25,76610.0,1.5,0.0008648550781249999,0.35574372213541666,https://doi.org/10.1021/acs.chemmater.1c03434
Cu5.133Sn1.866S6.65Cl0.35,667.0,115.06,68485.0,1.4375,0.0009066594645460001,0.42068999154934406,https://doi.org/10.1021/acs.chemmater.1c03434
Cu5.133Sn1.866S7,300.0,21.31,400000.0,6.5625,0.00018164643999999997,0.008303837257142855,https://doi.org/10.1021/acs.chemmater.1c03434
Cu5.133Sn1.866S7,415.0,32.1,370492.0,5.2125,0.00038175866172000003,0.030394214794014388,https://doi.org/10.1021/acs.chemmater.1c03434
Cu5.133Sn1.866S7,515.0,42.61,313889.0,4.275,0.0005699006664569,0.06865470016966163,https://doi.org/10.1021/acs.chemmater.1c03434
Cu5.133Sn1.866S7,617.0,53.98,245652.0,3.6375,0.0007157907219407999,0.1214138489175185,https://doi.org/10.1021/acs.chemmater.1c03434
Cu5.133Sn1.866S7,667.0,59.09,219417.0,3.35,0.0007661225628177,0.1525384326565391,https://doi.org/10.1021/acs.chemmater.1c03434
Cu5Sn2S6.65Cl0.35,300.0,41.477,168657.0,2.8375,0.000290147641256553,0.03067640259981177,https://doi.org/10.1021/acs.chemmater.1c03434
Cu5Sn2S6.65Cl0.35,415.0,58.24,143949.0,2.4,0.00048826026762240006,0.08442833794304001,https://doi.org/10.1021/acs.chemmater.1c03434
Cu5Sn2S6.65Cl0.35,515.0,75.0,118947.0,2.125,0.000669076875,0.16215274852941178,https://doi.org/10.1021/acs.chemmater.1c03434
Cu5Sn2S6.65Cl0.35,617.0,92.9,94958.0,1.85,0.0008195264727800002,0.27332315335419466,https://doi.org/10.1021/acs.chemmater.1c03434
Cu5Sn2S6.65Cl0.35,667.0,101.99,81884.0,1.7375,0.0008517541008283999,0.32697553108060007,https://doi.org/10.1021/acs.chemmater.1c03434
